Freq.	S11(V1)	S12(V1)	S21(V1)	S22(V1)
2.11334307132695e+09	-4.61496009123175e-01,-8.82730872105681e-02	6.76459417780575e-02,6.46538276569050e-02	8.80973356522286e-01,6.04179397044154e+00	4.45851638882360e-02,-2.08967612740904e-01
2.11382974258014e+09	-4.61525610730631e-01,-8.81367440279341e-02	6.76551347581805e-02,6.46602820271757e-02	8.81789033993753e-01,6.04036555949095e+00	4.45440183895325e-02,-2.08893977537251e-01
2.11431652590643e+09	-4.61555185705528e-01,-8.80003943144771e-02	6.76643296981196e-02,6.46667380822725e-02	8.82604326895306e-01,6.03893725947851e+00	4.45028847932984e-02,-2.08820340047269e-01
2.11480342133163e+09	-4.61584731905372e-01,-8.78640377891134e-02	6.76735270747079e-02,6.46731950917607e-02	8.83419289059129e-01,6.03750905202413e+00	4.44617632636140e-02,-2.08746704414368e-01
2.11529042888155e+09	-4.61614252055695e-01,-8.77276763791517e-02	6.76827265750404e-02,6.46796535504354e-02	8.84233884546800e-01,6.03608095002579e+00	4.44206563323311e-02,-2.08673064515649e-01
2.11577754858201e+09	-4.61643745622483e-01,-8.75913084433438e-02	6.76919280288952e-02,6.46861137082222e-02	8.85048094614880e-01,6.03465295952554e+00	4.43795612800870e-02,-2.08599422248551e-01
2.11626478045885e+09	-4.61673207749231e-01,-8.74549317796769e-02	6.77011322244765e-02,6.46925743446437e-02	8.85862008648883e-01,6.03322504944260e+00	4.43384757389393e-02,-2.08525787852758e-01
2.11675212453789e+09	-4.61702646036796e-01,-8.73185505173194e-02	6.77103380583246e-02,6.46990371797066e-02	8.86675501085162e-01,6.03179726393565e+00	4.42974045978890e-02,-2.08452144937594e-01
2.11723958084497e+09	-4.61732056173148e-01,-8.71821640970217e-02	6.77195464871652e-02,6.47055007479597e-02	8.87488679732793e-01,6.03036956608861e+00	4.42563482014249e-02,-2.08378501822366e-01
2.11772714940593e+09	-4.61761437079521e-01,-8.70457692373747e-02	6.77287571724069e-02,6.47119655442076e-02	8.88301507384904e-01,6.02894196777598e+00	4.42153011215312e-02,-2.08304862323521e-01
2.11821483024663e+09	-4.61790791484847e-01,-8.69093678616241e-02	6.77379698007117e-02,6.47184320632575e-02	8.89113948186432e-01,6.02751448188793e+00	4.41742658836153e-02,-2.08231220318018e-01
2.11870262339293e+09	-4.61820117782603e-01,-8.67729613356705e-02	6.77471850182380e-02,6.47248993298286e-02	8.89926074274049e-01,6.02608708423334e+00	4.41332453719196e-02,-2.08157578032696e-01
2.11919052887068e+09	-4.61849417611106e-01,-8.66365482970229e-02	6.77564021747082e-02,6.47313683287208e-02	8.90737812938295e-01,6.02465979937808e+00	4.40922366869594e-02,-2.08083933186565e-01
2.11967854670575e+09	-4.61878691530019e-01,-8.65001303887689e-02	6.77656214365552e-02,6.47378388197886e-02	8.91549182332197e-01,6.02323262167784e+00	4.40512425316397e-02,-2.08010283833440e-01
2.12016667692402e+09	-4.61907936301630e-01,-8.63637040525290e-02	6.77748429444367e-02,6.47443105624379e-02	8.92360199278013e-01,6.02180554443429e+00	4.40102576582724e-02,-2.07936637957334e-01
2.12065491955137e+09	-4.61937153023726e-01,-8.62272725751878e-02	6.77840670338021e-02,6.47507830717300e-02	8.93170900294474e-01,6.02037855618916e+00	4.39692874849469e-02,-2.07862991695813e-01
2.12114327461368e+09	-4.61966343342169e-01,-8.60908345918305e-02	6.77932930537295e-02,6.47572573322855e-02	8.93981212758669e-01,6.01895168148406e+00	4.39283291072499e-02,-2.07789342763676e-01
2.12163174213685e+09	-4.61995505101005e-01,-8.59543898299614e-02	6.78025214824235e-02,6.47637326137913e-02	8.94791190286905e-01,6.01752490197441e+00	4.38873827041759e-02,-2.07715695309206e-01
2.12212032214677e+09	-4.62024641027557e-01,-8.58179402070647e-02	6.78117520063822e-02,6.47702094112946e-02	8.95600797098599e-01,6.01609823056242e+00	4.38464507933518e-02,-2.07642043214002e-01
2.12260901466934e+09	-4.62053747888068e-01,-8.56814821683352e-02	6.78209847661545e-02,6.47766874839262e-02	8.96410049990657e-01,6.01467166053017e+00	4.38055281312673e-02,-2.07568394456859e-01
2.12309781973049e+09	-4.62082828948382e-01,-8.55450192717006e-02	6.78302196170289e-02,6.47831670820281e-02	8.97218931601479e-01,6.01324519896661e+00	4.37646199455872e-02,-2.07494741004549e-01
2.12358673735612e+09	-4.62111881511302e-01,-8.54085496053343e-02	6.78394568686645e-02,6.47896477200291e-02	8.98027477094495e-01,6.01181883334771e+00	4.37237237073582e-02,-2.07421088921483e-01
2.12407576757215e+09	-4.62140905591794e-01,-8.52720731720686e-02	6.78486965191095e-02,6.47961294026450e-02	8.98835686162000e-01,6.01039256386027e+00	4.36828394105806e-02,-2.07347438180389e-01
2.12456491040452e+09	-4.62169903917811e-01,-8.51355918859041e-02	6.78579382546446e-02,6.48026126250128e-02	8.99643523079466e-01,6.00896640340779e+00	4.36419695677905e-02,-2.07273782664412e-01
2.12505416587916e+09	-4.62198873259656e-01,-8.49991021955344e-02	6.78671822157309e-02,6.48090971460009e-02	9.00451004618959e-01,6.00754034525435e+00	4.36011089398565e-02,-2.07200130347386e-01
2.12554353402200e+09	-4.62227816879433e-01,-8.48626076551492e-02	6.78764282577410e-02,6.48155832162013e-02	9.01258113449168e-01,6.00611439650639e+00	4.35602627499310e-02,-2.07126473201113e-01
2.12603301485900e+09	-4.62256732079439e-01,-8.47261063562569e-02	6.78856766905139e-02,6.48220703499164e-02	9.02064884682402e-01,6.00468854463549e+00	4.35194284736655e-02,-2.07052817288164e-01
2.12652260841610e+09	-4.62285621588042e-01,-8.45896002100890e-02	6.78949272001424e-02,6.48285590423472e-02	9.02871282638683e-01,6.00326280254517e+00	4.34786086193897e-02,-2.06979156492799e-01
2.12701231471926e+09	-4.62314482707489e-01,-8.44530873094248e-02	6.79041800965634e-02,6.48350488077638e-02	9.03677342410322e-01,6.00183715770725e+00	4.34378006648617e-02,-2.06905496877124e-01
2.12750213379445e+09	-4.62343315453005e-01,-8.43165676569300e-02	6.79134353778273e-02,6.48415396508755e-02	9.04483063693527e-01,6.00041161030847e+00	4.33970046040328e-02,-2.06831838413947e-01
2.12799206566764e+09	-4.62372122026408e-01,-8.41800415205556e-02	6.79226925602323e-02,6.48480323112643e-02	9.05288392512020e-01,5.99898617902489e+00	4.33562202286013e-02,-2.06758176894853e-01
2.12848211036479e+09	-4.62400900784317e-01,-8.40435102775263e-02	6.79319522930831e-02,6.48545258144332e-02	9.06093400592213e-01,5.99756083977832e+00	4.33154504460540e-02,-2.06684514567277e-01
2.12897226791190e+09	-4.62429650689205e-01,-8.39069706480687e-02	6.79412142350605e-02,6.48610206537241e-02	9.06898050977642e-01,5.99613560429725e+00	4.32746898232448e-02,-2.06610855216344e-01
2.12946253833495e+09	-4.62458374996988e-01,-8.37704261804472e-02	6.79504782416419e-02,6.48675170801059e-02	9.07702326385051e-01,5.99471047971352e+00	4.32339435757738e-02,-2.06537190821609e-01
2.12995292165994e+09	-4.62487071009428e-01,-8.36338749714174e-02	6.79597446229977e-02,6.48740146077098e-02	9.08506261845716e-01,5.99328545349505e+00	4.31932091871221e-02,-2.06463527443128e-01
2.13044341791286e+09	-4.62515738741942e-01,-8.34973170234913e-02	6.79690133771765e-02,6.48805132412380e-02	9.09309857059170e-01,5.99186052582834e+00	4.31524866511630e-02,-2.06389865053770e-01
2.13093402711972e+09	-4.62544380923927e-01,-8.33607542416517e-02	6.79782841898656e-02,6.48870134760438e-02	9.10113076445865e-01,5.99043570961809e+00	4.31117784669250e-02,-2.06316197540446e-01
2.13142474930653e+09	-4.62572994336282e-01,-8.32241830837154e-02	6.79875572012981e-02,6.48935150703151e-02	9.10915936713079e-01,5.98901099808211e+00	4.30710794066973e-02,-2.06242532864086e-01
2.13191558449931e+09	-4.62601580036636e-01,-8.30876068340037e-02	6.79968327495719e-02,6.49000175404664e-02	9.11718474154217e-01,5.98758637990009e+00	4.30303948922981e-02,-2.06168867193145e-01
2.13240653272409e+09	-4.62630139714349e-01,-8.29510241136361e-02	6.80061101800663e-02,6.49065218701218e-02	9.12520616641082e-01,5.98616187947726e+00	4.29897219914357e-02,-2.06095198218459e-01
2.13289759400688e+09	-4.62658671709506e-01,-8.28144363049255e-02	6.80153901435104e-02,6.49130270851389e-02	9.13322435716464e-01,5.98473747278636e+00	4.29490636220584e-02,-2.06021528196743e-01
2.13338876837373e+09	-4.62687175000575e-01,-8.26778401287870e-02	6.80246722974917e-02,6.49195336782729e-02	9.14123894520708e-01,5.98331317149753e+00	4.29084143488416e-02,-2.05947860900687e-01
2.13388005585068e+09	-4.62715653353009e-01,-8.25412407673926e-02	6.80339566680051e-02,6.49260416569808e-02	9.14924994093333e-01,5.98188897703848e+00	4.28677820939312e-02,-2.05874186420566e-01
2.13437145646378e+09	-4.62744100319646e-01,-8.24046311444221e-02	6.80432435375384e-02,6.49325505323323e-02	9.15725768037537e-01,5.98046487562264e+00	4.28271564217151e-02,-2.05800520694254e-01
2.13486297023908e+09	-4.62772524577491e-01,-8.22680185959537e-02	6.80525321365199e-02,6.49390615374391e-02	9.16526128716381e-01,5.97904089986386e+00	4.27865475356257e-02,-2.05726843544981e-01
2.13535459720264e+09	-4.62800917997881e-01,-8.21313974313129e-02	6.80618234008706e-02,6.49455732045437e-02	9.17326181448690e-01,5.97761701177840e+00	4.27459479338321e-02,-2.05653173195853e-01
2.13584633738053e+09	-4.62829286539023e-01,-8.19947730865779e-02	6.80711168738228e-02,6.49520862761611e-02	9.18125873809809e-01,5.97619323127410e+00	4.27053653188230e-02,-2.05579495557959e-01
2.13633819079881e+09	-4.62857623760160e-01,-8.18581384911447e-02	6.80804128377268e-02,6.49586002629472e-02	9.18925239360891e-01,5.97476954453645e+00	4.26647892620879e-02,-2.05505826561234e-01
2.13683015748357e+09	-4.62885938335950e-01,-8.17215009727140e-02	6.80897105227207e-02,6.49651163983629e-02	9.19724190573849e-01,5.97334598419456e+00	4.26242299553135e-02,-2.05432146035248e-01
2.13732223746088e+09	-4.62914222136792e-01,-8.15848548486116e-02	6.80990108652477e-02,6.49716332144133e-02	9.20522832642570e-01,5.97192251226125e+00	4.25836799086741e-02,-2.05358472199523e-01
2.13781443075684e+09	-4.62942480608887e-01,-8.14482039090042e-02	6.81083132375739e-02,6.49781516975928e-02	9.21321094981184e-01,5.97049915436812e+00	4.25431441013686e-02,-2.05284792863053e-01
2.13830673739755e+09	-4.62970711561110e-01,-8.13115479020550e-02	6.81176181214555e-02,6.49846711179653e-02	9.22119030671446e-01,5.96907589226661e+00	4.25026227488126e-02,-2.05211112188153e-01
2.13879915740910e+09	-4.62998913991644e-01,-8.11748835494643e-02	6.81269251731657e-02,6.49911919675923e-02	9.22916602971606e-01,5.96765273755801e+00	4.24621104133611e-02,-2.05137433932612e-01
2.13929169081761e+09	-4.63027088425452e-01,-8.10382124937165e-02	6.81362345615396e-02,6.49977140074055e-02	9.23713829817604e-01,5.96622968471388e+00	4.24216098036305e-02,-2.05063756176010e-01
2.13978433764917e+09	-4.63055234878342e-01,-8.09015347369735e-02	6.81455462845823e-02,6.50042372420564e-02	9.24510710918657e-01,5.96480673391694e+00	4.23811209128695e-02,-2.04990078890951e-01
2.14027709792993e+09	-4.63083356586949e-01,-8.07648538109241e-02	6.81548601983039e-02,6.50107619236936e-02	9.25307229109334e-01,5.96338389238242e+00	4.23406489368836e-02,-2.04916394080931e-01
2.14076997168600e+09	-4.63111449840866e-01,-8.06281645466872e-02	6.81641762715469e-02,6.50172880531087e-02	9.26103382789068e-01,5.96196115895982e+00	4.23001859485912e-02,-2.04842711578561e-01
2.14126295894351e+09	-4.63139515664663e-01,-8.04914702264286e-02	6.81734948446282e-02,6.50238151478415e-02	9.26899208067553e-01,5.96053852244295e+00	4.22597373729370e-02,-2.04769027577886e-01
2.14175605972860e+09	-4.63167553067292e-01,-8.03547675722747e-02	6.81828155731055e-02,6.50303436995776e-02	9.27694668267074e-01,5.95911599439594e+00	4.22192977710598e-02,-2.04695345828610e-01
2.14224927406742e+09	-4.63195565786208e-01,-8.02180617529559e-02	6.81921384842330e-02,6.50368737171189e-02	9.28489764443242e-01,5.95769357635398e+00	4.21788750509471e-02,-2.04621656449183e-01
2.14274260198611e+09	-4.63223547401388e-01,-8.00813457164499e-02	6.82014638598920e-02,6.50434047097663e-02	9.29284530020172e-01,5.95627125441119e+00	4.21384588070222e-02,-2.04547975343617e-01
2.14323604351083e+09	-4.63251504363139e-01,-7.99446265174283e-02	6.82107914142104e-02,6.50499371775892e-02	9.30078931009584e-01,5.95484904284287e+00	4.20980594291049e-02,-2.04474286554856e-01
2.14372959866774e+09	-4.63279433469908e-01,-7.98079006312063e-02	6.82201212871211e-02,6.50564708775323e-02	9.30872983978057e-01,5.95342693478549e+00	4.20576717114147e-02,-2.04400598020742e-01
2.14422326748301e+09	-4.63307334737714e-01,-7.96711680597650e-02	6.82294534766138e-02,6.50630058142290e-02	9.31666688639368e-01,5.95200493042042e+00	4.20172956469642e-02,-2.04326909713822e-01
2.14471704998282e+09	-4.63335208182612e-01,-7.95344288050683e-02	6.82387879806764e-02,6.50695419923099e-02	9.32460044707835e-01,5.95058302992892e+00	4.19769312287492e-02,-2.04253221606616e-01
2.14521094619333e+09	-4.63363056537452e-01,-7.93976847518501e-02	6.82481244837164e-02,6.50760799076530e-02	9.33253016926291e-01,5.94916124622167e+00	4.19365809262466e-02,-2.04179527594970e-01
2.14570495614075e+09	-4.63390874384746e-01,-7.92609321358244e-02	6.82574636108123e-02,6.50826185823931e-02	9.34045674964161e-01,5.94773955401924e+00	4.18962397781613e-02,-2.04105839804854e-01
2.14619907985126e+09	-4.63418667668648e-01,-7.91241763632160e-02	6.82668049046209e-02,6.50891587604914e-02	9.34837966745946e-01,5.94631797330508e+00	4.18559154467020e-02,-2.04032144174551e-01
2.14669331735106e+09	-4.63446432699030e-01,-7.89874122741680e-02	6.82761483330398e-02,6.50957004417327e-02	9.35629890671302e-01,5.94489650284896e+00	4.18156000140806e-02,-2.03958450516551e-01
2.14718766866635e+09	-4.63474167762469e-01,-7.88506412693871e-02	6.82854945515503e-02,6.51022426530361e-02	9.36421517664886e-01,5.94347511878567e+00	4.17752964346467e-02,-2.03884761116513e-01
2.14768213382334e+09	-4.63501877815215e-01,-7.87138654720401e-02	6.82948427588385e-02,6.51087866248688e-02	9.37212759432655e-01,5.94205385241685e+00	4.17350069304760e-02,-2.03811065677343e-01
2.14817671284825e+09	-4.63529560156349e-01,-7.85770830032211e-02	6.83041932665749e-02,6.51153318705276e-02	9.38003650632559e-01,5.94063269119118e+00	4.16947290206946e-02,-2.03737370247132e-01
2.14867140576731e+09	-4.63557214802089e-01,-7.84402938647438e-02	6.83135460727299e-02,6.51218783946237e-02	9.38794190982871e-01,5.93921163528839e+00	4.16544626980484e-02,-2.03663674798311e-01
2.14916621260673e+09	-4.63584844975259e-01,-7.83035015749167e-02	6.83229010335772e-02,6.51284264501748e-02	9.39584363426680e-01,5.93779069198132e+00	4.16142131415822e-02,-2.03589971351934e-01
2.14966113339275e+09	-4.63612444278116e-01,-7.81666991017679e-02	6.83322584304814e-02,6.51349755450144e-02	9.40374201240131e-01,5.93636984726579e+00	4.15739699703366e-02,-2.03516275784066e-01
2.15015616815162e+09	-4.63640016421670e-01,-7.80298916033312e-02	6.83416182920503e-02,6.51415256891693e-02	9.41163705463721e-01,5.93494910277857e+00	4.15337410822174e-02,-2.03442578238995e-01
2.15065131690958e+09	-4.63667563650982e-01,-7.78930793175181e-02	6.83509801299740e-02,6.51480776217193e-02	9.41952822850034e-01,5.93352847707126e+00	4.14935262177492e-02,-2.03368874493103e-01
2.15114657969288e+09	-4.63695080546816e-01,-7.77562584947151e-02	6.83603445702584e-02,6.51546303643310e-02	9.42741622842131e-01,5.93210794485594e+00	4.14533204372161e-02,-2.03295176665466e-01
2.15164195652779e+09	-4.63722572561340e-01,-7.76194328865613e-02	6.83697109827424e-02,6.51611849045832e-02	9.43530035460318e-01,5.93068753177976e+00	4.14131286636432e-02,-2.03221472582513e-01
2.15213744744055e+09	-4.63750034758595e-01,-7.74826003850532e-02	6.83790801661568e-02,6.51677400212154e-02	9.44318148187893e-01,5.92926720693017e+00	4.13729486792016e-02,-2.03147772488610e-01
2.15263305245745e+09	-4.63777472105787e-01,-7.73457631000524e-02	6.83884513177249e-02,6.51742969447834e-02	9.45105872996879e-01,5.92784700158412e+00	4.13327826850700e-02,-2.03074066086179e-01
2.15312877160477e+09	-4.63804879182846e-01,-7.72089172873615e-02	6.83978250637581e-02,6.51808546967598e-02	9.45893279247624e-01,5.92642689044823e+00	4.12926257490247e-02,-2.03000365491455e-01
2.15362460490877e+09	-4.63832261442935e-01,-7.70720666930549e-02	6.84072007737723e-02,6.51874142648978e-02	9.46680297047071e-01,5.92500689917361e+00	4.12524827863510e-02,-2.02926658533614e-01
2.15412055239576e+09	-4.63859616664316e-01,-7.69352110849012e-02	6.84165789327141e-02,6.51939749194954e-02	9.47466978993927e-01,5.92358700959138e+00	4.12123540459710e-02,-2.02852949386020e-01
2.15461661409203e+09	-4.63886941183702e-01,-7.67983453170842e-02	6.84259595073575e-02,6.52005366589445e-02	9.48253323456005e-01,5.92216722036597e+00	4.11722316256617e-02,-2.02779247833603e-01
2.15511279002388e+09	-4.63914241414184e-01,-7.66614764090072e-02	6.84353422126127e-02,6.52070999857107e-02	9.49039296722643e-01,5.92074754593152e+00	4.11321258715172e-02,-2.02705537966577e-01
2.15560908021761e+09	-4.63941514651214e-01,-7.65246024914577e-02	6.84447273609549e-02,6.52136644128480e-02	9.49824933286637e-01,5.91932797373923e+00	4.10920343174772e-02,-2.02631825830362e-01
2.15610548469953e+09	-4.63968757236398e-01,-7.63877184209624e-02	6.84541149188887e-02,6.52202299384754e-02	9.50610231515040e-01,5.91790850243160e+00	4.10519490633503e-02,-2.02558121204539e-01
2.15660200349598e+09	-4.63995975578305e-01,-7.62508312124521e-02	6.84635046014465e-02,6.52267970653750e-02	9.51395157732331e-01,5.91648914646416e+00	4.10118804499942e-02,-2.02484408185475e-01
2.15709863663326e+09	-4.64023163778023e-01,-7.61139354938430e-02	6.84728968626140e-02,6.52333650572853e-02	9.52179763087945e-01,5.91506988613748e+00	4.09718208419778e-02,-2.02410700752883e-01
2.15759538413772e+09	-4.64050327764373e-01,-7.59770366386041e-02	6.84822912444381e-02,6.52399346597759e-02	9.52963995887726e-01,5.91365074151792e+00	4.09317778576661e-02,-2.02336984874964e-01
2.15809224603569e+09	-4.64077461639878e-01,-7.58401292774157e-02	6.84916882009524e-02,6.52465051364369e-02	9.53747907250082e-01,5.91223169289834e+00	4.08917438653404e-02,-2.02263274528825e-01
2.15858922235351e+09	-4.64104570859708e-01,-7.57032171426384e-02	6.85010871007844e-02,6.52530774754053e-02	9.54531427496747e-01,5.91081276593397e+00	4.08517237601442e-02,-2.02189557549663e-01
2.15908631311753e+09	-4.64131650001889e-01,-7.55662965060800e-02	6.85104885712580e-02,6.52596506976352e-02	9.55314625742052e-01,5.90939393532219e+00	4.08117126332981e-02,-2.02115846046197e-01
2.15958351835411e+09	-4.64158704992484e-01,-7.54293727355440e-02	6.85198921542991e-02,6.52662255489656e-02	9.56097450357837e-01,5.90797522114252e+00	4.07717180954026e-02,-2.02042125991669e-01
2.16008083808961e+09	-4.64185729936963e-01,-7.52924404672191e-02	6.85292983040486e-02,6.52728012926996e-02	9.56879952400547e-01,5.90655660367351e+00	4.07317325223018e-02,-2.01968411358084e-01
2.16057827235039e+09	-4.64212727571545e-01,-7.51555015662310e-02	6.85387067036671e-02,6.52793784252290e-02	9.57662096923316e-01,5.90513809583090e+00	4.06917583550463e-02,-2.01894696049875e-01
2.16107582116283e+09	-4.64239698380831e-01,-7.50185576719608e-02	6.85481175247284e-02,6.52859567088218e-02	9.58443901649090e-01,5.90371969222268e+00	4.06517983053842e-02,-2.01820978178052e-01
2.16157348455331e+09	-4.64266641912076e-01,-7.48816071475425e-02	6.85575305916298e-02,6.52925363903809e-02	9.59225348307178e-01,5.90230139859870e+00	4.06118496458814e-02,-2.01747259577443e-01
2.16207126254821e+09	-4.64293558648199e-01,-7.47446516322100e-02	6.85669460760668e-02,6.52991172322347e-02	9.60006454611722e-01,5.90088320957301e+00	4.05719150884631e-02,-2.01673538360436e-01
2.16256915517393e+09	-4.64320448138159e-01,-7.46076894891964e-02	6.85763638022936e-02,6.53056994812093e-02	9.60787202302533e-01,5.89946513088788e+00	4.05319919052900e-02,-2.01599816360306e-01
2.16306716245687e+09	-4.64347310398832e-01,-7.44707207197438e-02	6.85857837682264e-02,6.53122831418509e-02	9.61567591112339e-01,5.89804716271852e+00	4.04920800883175e-02,-2.01526093549249e-01
2.16356528442342e+09	-4.64374145910648e-01,-7.43337469628471e-02	6.85952061457520e-02,6.53188679765817e-02	9.62347638742292e-01,5.89662929968857e+00	4.04521823497968e-02,-2.01452368041804e-01
2.16406352110000e+09	-4.64400951504804e-01,-7.41967647248624e-02	6.86046310741128e-02,6.53254537400759e-02	9.63127361520499e-01,5.89521153478657e+00	4.04122935222755e-02,-2.01378647733686e-01
2.16456187251302e+09	-4.64427732638938e-01,-7.40597777216469e-02	6.86140579208839e-02,6.53320414209430e-02	9.63906690026079e-01,5.89379389367345e+00	4.03724184768932e-02,-2.01304920467490e-01
2.16506033868891e+09	-4.64454484350094e-01,-7.39227838786444e-02	6.86234874885607e-02,6.53386297975849e-02	9.64685711081291e-01,5.89237634549539e+00	4.03325550488940e-02,-2.01231196488823e-01
2.16555891965409e+09	-4.64481208912955e-01,-7.37857834162969e-02	6.86329192858188e-02,6.53452196086680e-02	9.65464371885844e-01,5.89095890871786e+00	4.02927029487521e-02,-2.01157471562077e-01
2.16605761543500e+09	-4.64507906803606e-01,-7.36487779732882e-02	6.86423534848286e-02,6.53518106167479e-02	9.66242690118593e-01,5.88954157797800e+00	4.02528648889109e-02,-2.01083743805015e-01
2.16655642605808e+09	-4.64534577578287e-01,-7.35117659130509e-02	6.86517899093550e-02,6.53584030683984e-02	9.67020647562793e-01,5.88812435899357e+00	4.02130381407388e-02,-2.01010015045569e-01
2.16705535154977e+09	-4.64561218533050e-01,-7.33747453837619e-02	6.86612288727363e-02,6.53649964759691e-02	9.67798278464571e-01,5.88670723919262e+00	4.01732202626333e-02,-2.00936291318522e-01
2.16755439193653e+09	-4.64587835583252e-01,-7.32377217304338e-02	6.86706699164751e-02,6.53715915864274e-02	9.68575531459934e-01,5.88529023871140e+00	4.01334188347588e-02,-2.00862558617866e-01
2.16805354724482e+09	-4.64614423301413e-01,-7.31006912487613e-02	6.86801136695940e-02,6.53781874200272e-02	9.69352475280800e-01,5.88387333224232e+00	4.00936289836260e-02,-2.00788829043001e-01
2.16855281750109e+09	-4.64640983968178e-01,-7.29636541552862e-02	6.86895596401375e-02,6.53847847153673e-02	9.70129057221944e-01,5.88245653823392e+00	4.00538504131402e-02,-2.00715098356134e-01
2.16905220273183e+09	-4.64667517600707e-01,-7.28266104510162e-02	6.86990078259992e-02,6.53913834769699e-02	9.70905277021912e-01,5.88103985685970e+00	4.00140831149691e-02,-2.00641366529358e-01
2.16955170296351e+09	-4.64694024669161e-01,-7.26895617741279e-02	6.87084583997751e-02,6.53979834675940e-02	9.71681152329043e-01,5.87962328277759e+00	3.99743298020874e-02,-2.00567631685226e-01
2.17005131822260e+09	-4.64720504735928e-01,-7.25525064883258e-02	6.87179111847643e-02,6.54045849335673e-02	9.72456664963760e-01,5.87820682168123e+00	3.99345877447950e-02,-2.00493895646613e-01
2.17055104853561e+09	-4.64746955547902e-01,-7.24154443834508e-02	6.87273666694318e-02,6.54111871453896e-02	9.73231867002242e-01,5.87679045548722e+00	3.98948572298836e-02,-2.00420162598014e-01
2.17105089392902e+09	-4.64773379390830e-01,-7.22783756727416e-02	6.87368243613170e-02,6.54177908416186e-02	9.74006705818743e-01,5.87537420263160e+00	3.98551379560179e-02,-2.00346428300027e-01
2.17155085442934e+09	-4.64799776731213e-01,-7.21413019942207e-02	6.87462844332091e-02,6.54243957851000e-02	9.74781199043107e-01,5.87395805778073e+00	3.98154326360176e-02,-2.00272690877409e-01
2.17205093006308e+09	-4.64826147583841e-01,-7.20042233485636e-02	6.87557468831986e-02,6.54310019804470e-02	9.75555346402778e-01,5.87254202111778e+00	3.97757412618642e-02,-2.00198950304498e-01
2.17255112085674e+09	-4.64852488345975e-01,-7.18671346172110e-02	6.87652116751285e-02,6.54376094230013e-02	9.76329146260165e-01,5.87112609106989e+00	3.97360559590443e-02,-2.00125216305678e-01
2.17305142683685e+09	-4.64878805821840e-01,-7.17300444034050e-02	6.87746787002751e-02,6.54442183773162e-02	9.77102583197016e-01,5.86971027681324e+00	3.96963897303646e-02,-2.00051471197341e-01
2.17355184802993e+09	-4.64905093687663e-01,-7.15929457437575e-02	6.87841482383927e-02,6.54508283462820e-02	9.77875689966364e-01,5.86829456402370e+00	3.96567322798620e-02,-1.99977730762342e-01
2.17405238446252e+09	-4.64931351960515e-01,-7.14558386411319e-02	6.87936202874803e-02,6.54574393343296e-02	9.78648466280309e-01,5.86687895287180e+00	3.96170836018124e-02,-1.99903994971704e-01
2.17455303616115e+09	-4.64957586546308e-01,-7.13187284206166e-02	6.88030943886631e-02,6.54640520894107e-02	9.79420861005358e-01,5.86546346354222e+00	3.95774512496812e-02,-1.99830249837461e-01
2.17505380315237e+09	-4.64983792015290e-01,-7.11816113966288e-02	6.88125711721352e-02,6.54706656311506e-02	9.80192942588369e-01,5.86404807071590e+00	3.95378303770495e-02,-1.99756507450082e-01
2.17555468546272e+09	-4.65009970661999e-01,-7.10444877766242e-02	6.88220501444591e-02,6.54772806979916e-02	9.80964658545030e-01,5.86263279280181e+00	3.94982206725123e-02,-1.99682763566609e-01
2.17605568311877e+09	-4.65036122503913e-01,-7.09073575613288e-02	6.88315313035049e-02,6.54838972944247e-02	9.81736008620782e-01,5.86121762997136e+00	3.94586221273785e-02,-1.99609018159061e-01
2.17655679614707e+09	-4.65062245717297e-01,-7.07702221844139e-02	6.88410153145300e-02,6.54905144497005e-02	9.82507062555644e-01,5.85980255869840e+00	3.94190377635397e-02,-1.99535273576089e-01
2.17705802457420e+09	-4.65088341717309e-01,-7.06330785783326e-02	6.88505013327079e-02,6.54971333849166e-02	9.83277732225155e-01,5.85838760833223e+00	3.93794618211349e-02,-1.99461529254419e-01
2.17755936842672e+09	-4.65114411840886e-01,-7.04959316532022e-02	6.88599898827506e-02,6.55037533806377e-02	9.84048070884819e-01,5.85697276263156e+00	3.93399024592194e-02,-1.99387779647533e-01
2.17806082773123e+09	-4.65140455224274e-01,-7.03587781365946e-02	6.88694806114178e-02,6.55103749240239e-02	9.84818042600015e-01,5.85555803271512e+00	3.93003542240014e-02,-1.99314028407829e-01
2.17856240251430e+09	-4.65166469599186e-01,-7.02216178281382e-02	6.88789740088040e-02,6.55169972856782e-02	9.85587699210373e-01,5.85414340053930e+00	3.92608174188389e-02,-1.99240279725352e-01
2.17906409280253e+09	-4.65192457267039e-01,-7.00844509307660e-02	6.88884695807196e-02,6.55236212039583e-02	9.86356988341489e-01,5.85272888449259e+00	3.92212917245955e-02,-1.99166529354479e-01
2.17956589862252e+09	-4.65218415957762e-01,-6.99472772452755e-02	6.88979678174845e-02,6.55302459494929e-02	9.87125961803949e-01,5.85131446653780e+00	3.91817774468961e-02,-1.99092781486171e-01
2.18006782000087e+09	-4.65244347974701e-01,-6.98100969733294e-02	6.89074682246852e-02,6.55368722606114e-02	9.87894567254530e-01,5.84990016505706e+00	3.91422742643275e-02,-1.99019031873947e-01
